Success Rate,Infraction Count (Pedestrian Collisions),Energy Consumption (J),Total Latency (s),Route Completion (%),Avg. Route Deviation (m),Time taken (s),Number of steps taken by local model,Number of steps taken by global model
0,15,225.00000000000566,0,77.34247805447544,18.376127722826574,427.4307599067688,1500,0
0,7,225.00000000000566,0,77.34247805447544,18.570758276724675,437.307354927063,1500,0
0,16,225.00000000000566,0,77.34247805447544,12.69744456771217,463.95028591156006,1500,0
0,12,225.00000000000566,0,77.34247805447544,17.9259201336343,451.6597628593445,1500,0
0,9,225.00000000000566,0,77.34247805447544,15.053469395502049,501.8595988750458,1500,0
0,14,225.00000000000566,0,77.34247805447544,2.840115745443709,521.2165977954865,1500,0
0,9,225.00000000000566,0,77.34247805447544,18.30138617349427,506.50574374198914,1500,0
0,11,225.00000000000566,0,77.34247805447544,18.20293978020267,492.17520928382874,1500,0
1,7,159.15000000000316,0,100.0,0.4141472747798941,380.56740713119507,1061,0
