Success Rate,Infraction Count (Pedestrian Collisions),Local Power Consumption (J),Distance travelled (m),Route Completion (%),Avg. Route Deviation (m)
0,58,0.6927919387817383,55.38283458477177,76.90528946954508,15.342241002694799
0,45,0.5181241035461426,59.64118106026722,76.90528946954508,33.189597715623776
0,31,0.830848217010498,20.709635067087373,76.90528946954508,5.9547140514149115
0,37,0.5985498428344727,38.581893660033685,76.90528946954508,13.639975334956116
0,27,0.6460976600646973,36.29523251273234,76.90528946954508,11.576380652829878
0,22,0.510716438293457,62.976154316810465,76.90528946954508,38.362983671862345
0,23,0.6433796882629395,57.24978417098292,76.90528946954508,33.368127906404794
0,17,0.5199861526489258,61.30576494868226,76.90528946954508,36.885073585533995
0,19,0.8415627479553223,21.044540496807556,76.90528946954508,5.9548757434037505
0,32,0.5569648742675781,65.57944555972398,76.90528946954508,40.5439826079276
0,37,0.6646203994750977,45.90827378114705,76.90528946954508,20.526648559004038
0,29,0.6210660934448242,55.09864474760456,76.90528946954508,30.648716779226618
0,120,0.6244540214538574,50.26373370623501,76.90528946954508,26.03200514238358
0,27,0.638434886932373,79.08537406189305,76.90528946954508,43.63273486488966
0,34,0.6663632392883301,74.38085563935621,76.90528946954508,49.35695199319022
0,20,0.4958629608154297,59.4517375977267,76.90528946954508,35.60034844386107
0,37,0.5084681510925293,34.626715256601955,76.90528946954508,9.980462788649266
0,30,0.7129430770874023,60.22735401613108,76.90528946954508,35.909766928961595
0,15,0.6006956100463867,39.935719651898786,76.90528946954508,14.70536812967333
0,6,0.8199310302734375,24.79678732145144,76.90528946954508,18.476809965599745
